node_id,PHYSICALID,ST_LABEL,geom_0,geom_1,ST_WIDTH,SHAPE_Leng
804,3237,RIVERSIDE DR,-73.94311587834822 40.8459249231149,-73.94306863748629 40.84672603194509,58.0,292.16669829200004
805,91201,HENRY HUDSON PARKWAY ET 11 NB,-73.9763358671262 40.79606346472076,-73.97501632874948 40.79601761210653,22.0,389.686075445
806,79672,CHAMBERS ST,-74.01273066939913 40.717113629199766,-74.01303586744774 40.71725475921546,22.0,99.0033669283
807,3555,MADISON AV,-73.93833766977733 40.80890381649834,-73.93788003622019 40.80952496860203,40.0,259.35367341
808,181484,W 138 ST,-73.9421945063784 40.8171814673173,-73.93952395767994 40.816054710638895,30.0,845.53927704
809,19372,LENOX AV,-73.94092768104784 40.81413638878,-73.94141630811336 40.813466137182225,30.0,279.152440467
810,2360,PARK AV,-73.96807742627672 40.76545750270617,-73.96853771049564 40.76483308480279,42.0,260.79022690700003
811,130690,ST CLAIR PLACE,-73.96181860278007 40.81802315372428,-73.96189984982462 40.81804728735595,0.0,24.146197776399998
812,1200,MERCER ST,-74.00222109009465 40.72034073935147,-74.00260001909851 40.71990342582787,26.0,190.83500692599998
813,375,HENRY HUDSON PKWY,-73.9450937517475 40.84357136352809,-73.94553199676989 40.841737816450475,24.0,679.947722341
814,2010,5 AVE,-73.94942287815631 40.79660638416075,-73.94968682996546 40.79621698487826,42.0,159.589137293
815,183089,W 15 ST,-73.99634236965909 40.738045231554,-73.99918495823428 40.739242836299525,34.0,900.5062996930001
816,136138,3 DR,-73.923947389464 40.78849750654212,-73.92355581973689 40.7889912652227,10.0,210.04450636
817,2569,PARK AV S,-73.98854005693217 40.737120106068886,-73.98810588475567 40.73770186231424,34.0,243.722459846
818,19488,YORK AV,-73.94435789485777 40.77976109228726,-73.94419493020563 40.780127790400655,10.0,141.01797608
819,2313,PARK AV,-73.94522698885616 40.79682013279457,-73.9456953651359 40.796173381713736,24.0,268.963230501
820,176447,E 91 ST,-73.95165920749083 40.78200767416538,-73.95325927645672 40.78268235061006,30.0,506.73318302800004
821,2153,2 AV,-73.95694112900709 40.77075326175868,-73.95740437872675 40.77012025444412,60.0,263.918195402
822,82485,W 227 ST,-73.91060780683245 40.87735561818025,-73.9100573113923 40.87695642741527,30.0,210.54445570400003
823,3896,AMSTERDAM AV,-73.9327702048023 40.845541105460946,-73.93232515300619 40.84615390073421,30.0,254.968784352
824,708,RENWICK ST,-74.00836102239059 40.7258414616344,-74.00864380566402 40.72422131695265,24.0,595.450146108
825,91625,WASHINGTON SQ S,-73.99735982688426 40.72994170610164,-73.99657214484283 40.7295522336267,30.0,260.374223454
826,30776,MAIN ST,-73.94479099734475 40.76686486603592,-73.944388084261 40.766924627706956,12.0,113.711959834
827,23320,MANHATTAN AV,-73.96334961596773 40.79608995486566,-73.96288578133603 40.79672022845993,20.0,263.103706744
828,79273,HUGH L CAREY TUNNEL APPROACH,-74.01491097804897 40.70621301597364,-74.01500328675284 40.70594843678672,26.0,99.7338323986
829,92375,W 127 ST,-73.95222831905515 40.81231588432414,-73.95312854409632 40.81269160826342,30.0,284.317390565
830,520,BROADWAY,-73.99672066717697 40.725492203750335,-73.99684295933554 40.725347837869776,44.0,62.5731782579
831,181505,FT WASHINGTON AV,-73.93865458395285 40.84999634340269,-73.938284167176 40.850908545507295,21.0,347.791373055
832,1180,BK BR EXIT RP,-74.0027137440698 40.71082827564034,-74.00320601999098 40.71133200930209,12.0,228.70789164099997
833,3700,3 AV,-73.94563352428045 40.79025310895507,-73.94516829783453 40.79089401238947,70.0,266.681707911
834,79757,W 13 ST,-74.0038649315568 40.739418112441705,-74.00529178847907 40.74002322337446,34.0,452.71148229
835,26749,WADSWORTH AV,-73.93272489028617 40.8528974688862,-73.93222828216612 40.85358180397363,21.0,284.67412028900003
836,2291,COLUMBUS AV,-73.98295812323342 40.77173075725241,-73.98342087570934 40.771087957414345,60.0,266.974489248
837,23317,MANHATTAN AV,-73.96198124709852 40.797988196845566,-73.96147779967508 40.798654156436605,20.0,279.821601255
838,3441,LEXINGTON AV,-73.9346642800874 40.808175127568404,-73.93510528611735 40.80753984952534,46.0,261.67873543400003
839,16555,MN BR APPR,-73.99605872744378 40.71623163970834,-73.99532272675351 40.71568666074782,26.0,284.695153149
840,182382,PARK ROW,-73.99860143955628 40.71351331697051,-73.99865024353393 40.71350221989801,0.0,14.1208251222
841,172582,MADISON AV BR,-73.93386927846748 40.81410117431396,-73.932428399467 40.81406068631583,30.0,399.11714253800005
842,2201,2 AV,-73.93357644813992 40.80275218023786,-73.93406195359051 40.802076922498856,60.0,280.344716945
843,4105,W 79 ST,-73.98425220080208 40.78585606983726,-73.98450035826563 40.78595377201698,32.0,81.045462936
844,78553,RAMP,-73.94167762740004 40.84918740004418,-73.94136992250914 40.849087856556245,25.0,92.5333031704
845,24954,E 96 ST,-73.95266136728188 40.78659501962439,-73.95246430166776 40.786510430918256,29.0,62.674264504499995
846,79783,LAFAYETTE ST,-73.99776107879224 40.721576121353586,-73.99819536714101 40.72106366726496,48.0,222.147685257
847,125514,RIVERSIDE BLVD,-73.99014379007808 40.77557305503259,-73.98961395465706 40.7761344912025,22.0,251.74417668799998
848,76372,ROBERT F KENNEDY BRG,-73.91984584547448 40.797899927185355,-73.91993139849964 40.79773005937086,40.0,66.9108469532
849,88929,MONROE ST,-73.99310362919095 40.71170002429067,-73.99296933345416 40.71171110159531,26.0,37.4491934204
850,79832,WORTH ST,-74.00888305497392 40.7182663642127,-74.00753593958213 40.71766123636275,18.0,433.652457233
851,164,WALL ST,-74.00881270660075 40.70601231098701,-74.00794861212007 40.705546187813674,22.0,293.660392468
852,3040,BROADWAY,-73.93204295429678 40.8578409720552,-73.9318169656995 40.858272317827556,30.0,169.132898762
853,61,STATE ST,-74.0143917690023 40.7035987827111,-74.01428922948978 40.70454907535253,25.0,350.41885042
854,3631,3 AV,-73.97584137857154 40.74888595486784,-73.97538295902203 40.749483057967986,70.0,251.91009875900002
855,24977,HARLEM RIVER DRIVE EXIT 19 NB,-73.93103634377337 40.80390305151986,-73.93124334299391 40.803454606263536,44.0,187.774639531
856,89790,W 82 ST,-73.97863317706319 40.785829347573056,-73.97842560258628 40.78574320328627,30.0,65.4993328908
857,3800,W 71 ST,-73.9821554714685 40.77797229539269,-73.98497627957538 40.77912497523949,30.0,886.957622863
858,102,PEARL ST,-74.00162290743312 40.70956043427789,-74.00157615385477 40.70962000402247,27.0,25.2791665773
859,65953,ALEX HAMILTON BR,-73.9305969603087 40.845797116058165,-73.93025407692579 40.84579174968846,25.0,94.8915748198
860,2777,WEST END AV,-73.97690381434833 40.79018642996503,-73.9764490362797 40.79081372527475,30.0,260.943139561
861,81228,HESTER ST,-73.99282208672385 40.71647842121576,-73.99201357809869 40.716235509437276,24.0,240.969004907
862,26844,W 204 ST,-73.92124991113127 40.86411176067835,-73.92188278764776 40.865100118213405,20.0,400.390908177
863,2036,ELIZABETH ST,-73.99349627528335 40.72433801057718,-73.99342727584315 40.72450744651598,30.0,64.62553828520001
864,161344,FRANKLIN D ROOSEVELT DRIVE,-73.9749599297647 40.73536871799874,-73.97467012235956 40.73425262845846,32.0,414.482550258
865,92923,PINEHURST AV,-73.938287657469 40.853818764352404,-73.93837828851676 40.85353681533309,30.0,105.740282104
866,783,FRONT ST,-74.00689991891616 40.70482424351016,-74.00767185497925 40.70428461719277,25.0,290.62094767
867,21759,ST NICHOLAS AV,-73.95250735657412 40.800685550707534,-73.95255676335056 40.801529524138246,27.0,307.793188454
868,1157,BEDFORD ST,-74.00395541862507 40.72985689445793,-74.00430267333925 40.73044666130833,24.0,235.440295191
869,79734,BANK ST,-74.006620319663 40.736431696922914,-74.00582871056173 40.73653385108597,24.0,222.51257396900002
870,2039,ELIZABETH ST,-73.99771916699535 40.71535685695049,-73.99698375281547 40.71654054266949,24.0,477.012505261
871,148154,W 73 ST,-73.9816326117878 40.7794984540231,-73.98184860703309 40.77958448840427,32.0,67.5438095666
872,21817,E 64 ST,-73.96912885654851 40.766716252668395,-73.96762343391 40.76608258690087,30.0,476.650202237
873,97429,W 215 ST,-73.91791615638523 40.87092292649319,-73.91856421660098 40.8714788339229,15.0,270.456236668
874,2294,COLUMBUS AV,-73.98431491307137 40.76984818321339,-73.98476369263244 40.7692264007039,60.0,258.40104974400003
875,4224,BROADWAY,-73.9881770997451 40.748288822226975,-73.9883053487671 40.74753551710826,42.0,276.744193045
876,3417,LEXINGTON AV,-73.94677198527441 40.79156945525881,-73.94722940860908 40.79093947705261,38.0,262.152131136
877,2376,PARK AV,-73.9754462333043 40.755339689937486,-73.97589877697013 40.75471422269568,44.0,260.09242088400003
878,80031,E 35 ST,-73.98075103568925 40.74771082130269,-73.98085054482466 40.74775037037829,30.0,31.1102327498
879,26813,YEATON RD,-74.02113737184666 40.685139176048196,-74.02197060001866 40.685901620139134,24.0,361.336230629
880,2646,1 AV,-73.96847711159285 40.75078352449809,-73.96802446378288 40.7513895300613,22.0,253.920924512
881,836,HOLLAND TUN APPR,-74.00762904152717 40.72349770357539,-74.0074748230338 40.72389642275774,36.0,158.76589444
882,77329,ROBERT F KENNEDY BRG,-73.92902123584697 40.800895572059105,-73.92930998400071 40.80101011285544,32.0,90.17977731479999
883,147449,WEST ST,-74.01458972104696 40.71035446169517,-74.01457304056024 40.71042579195398,26.0,26.396018385399998
884,72620,GANSEVOORT ST,-74.00994017102413 40.7393802061643,-74.01001581061583 40.73937485049428,22.0,21.051644133699998
885,135981,G RD,-73.9226226795899 40.78886200796069,-73.92164720869714 40.78840642200753,24.0,317.042443326
886,79433,QN MDTWN TUN APPR,-73.97522420001326 40.744504682216224,-73.97474815229286 40.74517431269186,32.0,277.34555386
887,1964,5 AV,-73.970727774146 40.767393722416166,-73.97118520979612 40.76677028966978,44.0,260.090100987
888,1759,W 38 ST,-73.98594653153856 40.75231680505301,-73.98272387486368 40.75095894445151,40.0,1020.77950983
889,1693,GRAND ST,-73.9799619880113 40.71397269930172,-73.97928983368554 40.713761716861455,27.5,201.56876079900002
890,161690,W 135 ST,-73.9465465334913 40.816502340057305,-73.94793362910092 40.817083994670725,24.0,438.543003171
891,2584,1 AV,-73.98353592521359 40.73000772846314,-73.98306946972 40.730655225564874,70.0,269.00523403799997
892,2041,MOUNT CARMEL PL,-73.9777351961448 40.739860461286426,-73.97819347366898 40.73923207602114,32.0,261.80499839099997
893,561,HOLLAND TUN EXIT,-74.01094273105342 40.72566224196626,-74.01007001145108 40.725044347166424,28.0,330.442231741
894,4202,BROADWAY,-73.98321466986047 40.76270716796823,-73.98362866799647 40.76206478970303,60.0,260.628948245
895,998,AVE OF THE AMERICAS,-73.99328973329943 40.74223428104719,-73.9928034094901 40.74291001970074,64.0,280.663288629
896,99230,E 95 ST,-73.95314672994822 40.785916870312796,-73.95465609839788 40.78655237253215,30.0,477.82192736800005
897,958,7 AV S,-74.00303209521854 40.73321509815091,-74.00347073447676 40.73237273232099,60.0,330.100240594
898,410,HENRY HUDSON PKWY,-73.9311869066853 40.86812187982672,-73.93091942455692 40.86857100098809,34.0,179.57914689700002
899,81528,EDGECOMBE AV,-73.94384275680869 40.823647801039854,-73.94484501067606 40.82154975062373,30.0,813.172164074
900,3051,BROADWAY,-73.93002713570475 40.86342422133977,-73.92889072625469 40.864662994881165,30.0,554.00861328
901,79849,W 22 ST,-73.99328973329943 40.74223428104719,-73.99007005850372 40.74088024492432,32.0,1019.49967005
902,585,WATTS ST,-74.00855774992493 40.724004354681306,-74.00838196483953 40.723985681850465,42.0,49.1969362794
903,67884,E 20 ST,-73.97544936570266 40.732961846580686,-73.9744814987981 40.73256406173367,26.0,304.886180137
904,78329,FRANKFORT ST,-74.00427373253115 40.711402624768795,-74.00391102115795 40.71117478838408,42.0,130.39080494
905,4186,DELANCEY ST,-73.98399541546723 40.71741442353993,-73.98483935260542 40.717674046588996,28.0,252.34448732799999
906,1120,8 AV,-73.99619655466972 40.74843932774461,-73.99574855573138 40.749052196220944,68.0,255.47175958
907,165614,RIVERSIDE DR,-73.95005897760046 40.829591976241325,-73.95042926086748 40.82894270802037,28.0,260.086085856
908,1401,9 AV,-73.99717501192204 40.752193402613266,-73.99768108392136 40.751487641703214,70.0,292.887575423
909,19162,ADAM CLAYTON POWELL JR BOULEVARD,-73.94472402235633 40.814041430958156,-73.9451782448388 40.81341896378228,44.0,259.308673412
910,1135,8 AV,-73.9888425386866 40.758533498555515,-73.98839044575165 40.759164185675154,70.0,261.697131361
911,19402,W 125 ST,-73.95116548663444 40.81017289454802,-73.95259125776471 40.81076533256418,30.0,449.84996819800006
912,170652,AMSTERDAM AV,-73.9858218482143 40.77286520797196,-73.98533254625525 40.773530645428934,68.0,277.749438488
913,91453,E 135 ST,-73.93620826463834 40.8121486827305,-73.93603211824113 40.81207510450778,30.0,55.643064476199996
914,333,12 AVE,-73.99885705685763 40.764125264832586,-73.99976739570015 40.76316148814224,56.0,435.292246794
915,16747,ORCHARD ST,-73.9913094200525 40.716023046401844,-73.9907029010052 40.717200604920336,24.0,460.79031618199997
916,21665,97 ST TRANSVERSE,-73.95700804773047 40.78931245021888,-73.95741463134769 40.789484032821655,18.0,128.77766510700002
917,79271,HUGH L CAREY TUNNEL APPROACH,-74.01534376051974 40.70732448312966,-74.01522476090788 40.70716143744526,26.0,67.9497661888
918,25078,E 118 ST,-73.9421478209206 40.80055612462477,-73.94066550023706 40.79992996580706,30.0,469.545588131
919,19285,FREDERICK DOUGLASS BOULEVARD,-73.95677811148789 40.80248744578722,-73.95632115140259 40.80311534423392,25.0,261.416605108
920,19573,W 119 ST,-73.94833840802839 40.80398476161684,-73.95103526604292 40.80512127845994,30.0,853.75022129
921,2027,KENMARE ST,-73.9965746233799 40.72117272690584,-73.99739915081037 40.721449159951845,21.0,249.758676167
922,80052,W 21 ST,-73.99373353923596 40.74162220131674,-73.99658017711778 40.74281091284135,32.0,899.8873612680001
923,23382,86 ST TRANSVERSE,-73.96259068235896 40.78143501699766,-73.9628557104888 40.781595507230776,13.0,93.84110042879999
924,120755,W 73 ST,-73.98184860703309 40.77958448840427,-73.98397827982359 40.780489574983335,30.0,675.731713695
925,121937,W 129 ST,-73.94040344968346 40.808958095645906,-73.94354580343371 40.81028421930037,30.0,995.053766675
926,4294,W 35 ST,-73.99753096404685 40.75477587179161,-73.99760696420374 40.75480848048624,35.0,24.1773303825
927,28162,FT WASHINGTON AV,-73.94402109202773 40.83777992905678,-73.94373631643596 40.838469720598646,20.0,263.380764048
928,380,HENRY HUDSON PKWY,-73.94977838859542 40.83419412006098,-73.9497447151584 40.83432243441509,32.0,47.6692800241
929,26979,W 180 ST,-73.93963770938717 40.850188039478965,-73.93865458395285 40.84999634340269,30.0,280.81214011099996
930,183623,BROADWAY,-73.97308319771311 40.79267813837532,-73.97263404164676 40.79330575559996,40.0,260.301879539
931,2164,2 AV,-73.95174238246975 40.77787430524743,-73.95223995226124 40.77719359766051,60.0,283.719686204
932,21754,E 99 ST,-73.94634125243478 40.786447639032666,-73.94792440877127 40.78712062502046,40.0,502.314770628
933,496,BROADWAY,-74.00906264791007 40.710886703619906,-74.00947357911565 40.71041254312813,28.0,206.93440703
934,1520,FRANKLIN D ROOSEVELT DRIVE,-73.96505548686345 40.751812581135674,-73.96817069363419 40.7480153207351,34.0,1630.66778701
935,1194,BROOKLYN BRIDGE EN RP FDR DR,-74.0014273142685 40.70941367179436,-74.00162290743312 40.70956043427789,20.0,76.1548184408
936,81547,HENDERSON PL,-73.94527480710289 40.77514816960477,-73.94495311305377 40.77558416568992,10.0,182.129841462
937,69,GREENWICH ST,-74.01308187710583 40.70914698059294,-74.01326253180854 40.70873106798987,32.0,159.592403719
938,3834,AMSTERDAM AV,-73.96200774556328 40.80550945325903,-73.96154858182702 40.806135785933286,30.0,261.211183255
939,4250,HENRY ST,-73.98859973880526 40.71351091702047,-73.98706137420292 40.7136372851574,30.0,428.950068827
940,92692,W 190 ST,-73.93165564310598 40.85575444113488,-73.93087316763442 40.85542641288711,30.0,247.260907655
941,72657,ELDRIDGE ST,-73.99174683325305 40.71858342648082,-73.9913251354192 40.71940252609871,24.0,320.50098334
942,146759,3 AV,-73.9346252390524 40.805323989097715,-73.93439063137943 40.80563852925828,64.0,131.72368508899999
943,25040,W 142 ST,-73.94460364603847 40.82146198068561,-73.94332134288395 40.820917205595265,30.0,406.641322139
944,92188,PIKE ST,-73.99245713043538 40.71175334795929,-73.99219158797202 40.710891694352924,28.0,324.339027388
945,2947,BROADWAY,-73.95220178755285 40.823843518308536,-73.95175395615833 40.82447025697705,40.0,259.813231432
946,2309,PARK AV,-73.94241619804988 40.800668830849474,-73.94287855812 40.80004011592765,30.0,262.40521942
947,72626,GANSEVOORT ST,-74.0038649315568 40.739418112441705,-74.00539036042753 40.73941197262005,36.0,422.72802999699996
948,2453,PARK AV,-73.94123879299077 40.80181702119225,-73.94077966519066 40.8024442988643,24.0,261.510488575
949,870,CLARKSON ST,-74.01048801492398 40.72981769096415,-74.0092081566999 40.72970647984841,32.0,357.028263795
950,172269,E 24 ST,-73.98266759857094 40.73949843977815,-73.98042358527488 40.73855308690136,40.0,710.868453982
951,69449,W 100 ST,-73.96847628661934 40.79664328824852,-73.96562824572844 40.795456218895986,65.0,899.383003408
952,82720,W 172 ST,-73.93798194536487 40.843500762466284,-73.93658972213001 40.842915333284004,30.0,440.317078985
953,91606,LAIGHT ST,-74.00642481515706 40.72180536479369,-74.00572164272154 40.72175205030734,40.0,195.878009585
954,168152,E 122 ST,-73.93498471280324 40.80082021337095,-73.93478929368226 40.80074352016827,38.0,60.9098701538
955,145108,CONNECTOR,-73.9745916565981 40.73009729131177,-73.9745546645807 40.73000427540172,22.0,35.4055349069
956,140715,1 AV,-73.98137536687301 40.7329841749061,-73.98118067036435 40.73326145356258,70.0,114.528839689
